time_of_post,latitude, longitude,category,number_of_tradies,estimated_size,number_of_impressions,accepted
2019-09-11 18:15:06,-33.8986,151.1794,3,9732,medium,802,1
2019-09-14 07:01:06,-37.7881,144.9459,4,5479,medium,308,1
2019-09-16 17:00:06,-33.7822,151.2133,6,2476,small,222,0
2019-09-13 05:26:06,-33.8499,151.3626,5,355,medium,35,0
2019-09-10 12:25:06,-33.9626,151.0671,3,9732,small,1379,1
2019-09-10 14:18:06,-33.9742,151.2000,5,355,medium,417,1
2019-09-12 17:05:06,-17.9288,122.3381,5,3590,medium,1518,1
2019-09-12 14:45:06,-33.9549,151.2450,4,2257,medium,751,0
2019-09-10 07:34:06,-37.7375,144.7811,4,5479,medium,208,1
2019-09-16 16:01:06,-37.9324,145.0248,5,1058,medium,1381,1
2019-09-11 06:30:06,-37.8404,145.0326,5,1058,small,733,0
2019-09-10 11:08:06,-33.8161,151.2732,6,2476,medium,2125,0
2019-09-16 11:26:06,-37.7772,144.8696,4,5479,small,745,0
2019-09-14 15:14:06,-37.7405,145.0183,2,634,medium,1551,0
2019-09-13 17:08:06,-34.0263,151.1166,2,7331,small,588,0
2019-09-12 08:58:06,-37.9115,144.7449,4,5479,small,1375,0
2019-09-16 10:00:06,-33.7258,151.0782,1,1542,medium,305,0
2019-09-14 07:18:06,-34.0799,151.1208,4,2257,medium,610,0
2019-09-10 18:58:06,-37.8021,144.9515,6,8260,small,660,0
2019-09-13 03:50:06,-37.7601,144.9306,5,1058,medium,1363,0
2019-09-13 14:12:06,-37.5444,144.9949,5,1058,small,1464,0
2019-09-15 22:49:06,-33.8035,151.2099,4,2257,medium,1020,1
2019-09-13 04:47:06,-33.7995,151.3480,8,1627,small,398,0
2019-09-15 03:34:06,-37.5353,145.1175,2,634,medium,855,0
2019-09-12 10:03:06,-37.8504,144.9661,3,5089,small,1877,0
2019-09-12 11:38:06,-18.0173,122.2689,8,1382,medium,968,0
2019-09-16 16:24:06,-33.7054,151.1977,5,355,medium,673,1
2019-09-12 12:13:06,-33.7190,151.1490,7,4242,medium,409,0
2019-09-13 21:00:06,-17.9371,122.1500,5,3590,small,1176,0
2019-09-12 04:09:06,-37.9377,145.0003,8,8376,small,785,0
2019-09-10 18:52:06,-33.8939,151.1028,5,355,small,621,0
2019-09-12 10:01:06,-33.8898,151.3211,5,355,small,1350,0
2019-09-15 09:45:06,-34.0308,151.2095,5,355,small,775,0
2019-09-14 04:14:06,-33.9471,151.2743,2,7331,small,539,0
2019-09-16 05:37:06,-33.7875,151.1290,5,355,small,1199,0
2019-09-13 10:26:06,-37.8006,145.0745,8,8376,small,1444,0
2019-09-13 13:02:06,-33.7454,151.3232,7,4242,medium,1083,0
2019-09-16 15:07:06,-37.6198,144.9902,6,8260,small,1974,1
2019-09-14 09:25:06,-37.7063,145.0041,3,5089,medium,885,0
2019-09-12 21:19:06,-37.8975,145.0711,5,1058,medium,1244,0
2019-09-16 08:36:06,-37.7924,144.9195,2,634,medium,2228,0
2019-09-15 12:19:06,-17.8352,122.2558,6,7591,medium,1873,1
2019-09-10 14:58:06,-33.8714,151.3457,2,7331,medium,756,1
2019-09-14 14:27:06,-37.9107,144.9354,3,5089,medium,1142,0
2019-09-10 07:13:06,-33.9362,151.0005,5,355,medium,1635,1
2019-09-12 21:25:06,-37.7164,144.9724,4,5479,small,1708,0
2019-09-11 10:44:06,-34.0147,151.3036,5,355,small,734,0
2019-09-12 10:57:06,-33.8204,151.2854,6,2476,small,486,0
2019-09-13 20:37:06,-37.8975,145.0207,9,1432,medium,2103,0
2019-09-16 15:20:06,-33.8638,150.9756,3,9732,medium,1278,1
2019-09-15 15:48:06,-37.8879,144.7807,7,3677,medium,1282,1
2019-09-10 17:56:06,-33.8208,151.2655,8,1627,small,557,0
2019-09-15 14:55:06,-37.7890,144.7645,8,8376,small,825,0
2019-09-14 17:26:06,-37.9715,144.9306,2,634,medium,1828,0
2019-09-11 14:56:06,-37.8610,145.0647,6,8260,medium,1266,1
2019-09-15 12:12:06,-18.0233,122.1950,6,7591,small,580,1
2019-09-12 07:48:06,-33.9731,151.1166,3,9732,medium,1161,1
2019-09-12 07:26:06,-33.8845,151.0814,5,355,small,709,0
2019-09-11 22:05:06,-34.0820,151.0491,4,2257,medium,525,0
2019-09-16 16:27:06,-34.0163,151.1349,8,1627,medium,430,0
2019-09-11 21:28:06,-37.8005,144.8986,2,634,small,396,0
2019-09-13 18:07:06,-37.7990,144.9012,5,1058,medium,1072,0
2019-09-10 05:29:06,-33.9375,151.3967,3,9732,small,861,0
2019-09-16 14:41:06,-37.8608,144.8739,6,8260,small,1204,0
2019-09-12 09:40:06,-34.0016,151.0829,4,2257,medium,1555,0
2019-09-14 08:12:06,-33.9026,151.3133,7,4242,medium,688,0
2019-09-11 21:27:06,-33.8379,150.8697,5,355,small,838,0
2019-09-14 14:32:06,-33.8008,151.1488,4,2257,small,1039,0
2019-09-12 03:23:06,-37.7480,144.8257,7,3677,small,922,0
2019-09-14 10:56:06,-33.8645,151.0690,7,4242,small,2014,0
2019-09-15 15:03:06,-37.7704,145.1332,9,1432,medium,2315,0
2019-09-14 11:30:06,-33.9014,151.2189,7,4242,medium,1053,0
2019-09-16 14:04:06,-33.7380,151.2626,5,355,small,715,0
2019-09-10 16:52:06,-33.7805,151.2738,5,355,medium,1347,0
2019-09-13 13:55:06,-37.7725,145.0434,4,5479,medium,543,0
2019-09-13 10:19:06,-33.7749,151.3303,5,355,small,1844,0
2019-09-14 16:14:06,-33.6447,151.2312,5,355,small,599,0
2019-09-11 07:23:06,-33.7879,151.2978,7,4242,medium,530,0
2019-09-15 04:55:06,-33.8692,151.2553,4,2257,small,1870,0
2019-09-11 11:47:06,-33.9749,151.0254,5,355,medium,1597,0
2019-09-15 18:57:06,-33.7660,151.1684,4,2257,medium,437,0
2019-09-11 16:16:06,-37.9502,144.9745,7,3677,medium,595,0
2019-09-13 09:43:06,-37.7703,144.7971,4,5479,medium,44,0
2019-09-10 09:04:06,-37.8078,145.0181,7,3677,small,1238,0
2019-09-10 12:31:06,-33.8370,151.2417,5,355,medium,1914,1
2019-09-15 09:03:06,-33.7219,151.2052,6,2476,medium,435,0
2019-09-13 07:32:06,-33.8882,151.3740,5,355,medium,1176,0
2019-09-11 07:03:06,-17.9556,122.1998,1,4867,medium,1135,0
2019-09-15 10:18:06,-37.8996,145.0627,5,1058,small,1262,0
2019-09-12 11:19:06,-33.9071,151.1904,7,4242,small,844,0
2019-09-14 20:09:06,-38.0168,144.7231,6,8260,small,2020,0
2019-09-10 09:46:06,-33.7819,151.1406,6,2476,medium,696,1
2019-09-11 09:17:06,-33.8109,151.2398,5,355,medium,1210,0
2019-09-11 13:50:06,-37.8414,144.9361,4,5479,medium,300,1
2019-09-14 09:44:06,-37.8092,145.0046,6,8260,small,1188,0
2019-09-16 17:13:06,-37.9232,144.9890,1,6153,small,759,0
2019-09-11 21:30:06,-37.7715,144.8382,6,8260,small,1318,1
2019-09-10 08:50:06,-33.9150,151.1154,5,355,medium,1488,0
2019-09-12 11:33:06,-37.9138,144.8893,2,634,small,654,0
2019-09-15 22:06:06,-33.9085,151.0745,8,1627,small,995,0
2019-09-13 22:32:06,-37.8616,145.0392,4,5479,medium,372,1
2019-09-15 17:40:06,-33.8903,151.1626,3,9732,small,1066,1
2019-09-15 08:31:06,-37.7581,144.8893,5,1058,medium,1369,0
2019-09-13 10:55:06,-33.9777,151.2639,1,1542,small,1478,0
2019-09-15 11:19:06,-37.6079,145.2374,4,5479,medium,220,1
2019-09-12 03:36:06,-33.9392,151.3096,1,1542,medium,1361,0
2019-09-10 11:14:06,-33.9237,151.2304,8,1627,medium,1048,0
2019-09-10 08:35:06,-33.8003,151.2078,6,2476,small,1339,0
2019-09-16 13:46:06,-33.6212,151.1487,6,2476,medium,1583,1
2019-09-16 15:28:06,-37.7448,145.0806,7,3677,medium,1052,1
2019-09-15 07:29:06,-37.9917,144.9923,5,1058,small,1282,0
2019-09-12 19:18:06,-34.0077,151.3277,7,4242,small,1356,0
2019-09-12 12:49:06,-17.9951,122.2924,8,1382,medium,1094,0
2019-09-16 06:07:06,-37.7373,144.8952,5,1058,medium,1169,0
2019-09-12 13:15:06,-33.7094,151.2669,1,1542,small,1504,0
2019-09-13 11:49:06,-37.7437,144.8421,6,8260,medium,979,1
2019-09-16 06:03:06,-33.7997,151.2757,7,4242,small,948,0
2019-09-10 07:17:06,-37.7785,145.0178,6,8260,medium,1438,1
2019-09-16 00:14:06,-37.9198,145.0630,8,8376,medium,1435,0
2019-09-10 11:46:06,-34.0746,151.2742,3,9732,small,872,0
2019-09-11 14:01:06,-33.9367,151.1913,2,7331,medium,1223,1
2019-09-11 20:00:06,-33.8327,151.1757,4,2257,small,1768,0
2019-09-16 07:44:06,-37.7550,144.8118,4,5479,medium,1618,0
2019-09-16 14:31:06,-33.7643,151.1055,8,1627,small,704,0
2019-09-12 02:47:06,-18.1082,122.2745,5,3590,medium,2254,1
2019-09-10 08:53:06,-37.8027,145.0035,6,8260,small,998,0
2019-09-13 08:10:06,-38.0819,145.0983,4,5479,small,534,0
2019-09-14 00:35:06,-37.6698,145.0444,3,5089,small,748,0
2019-09-14 13:57:06,-33.8938,151.2923,7,4242,small,970,0
2019-09-15 09:31:06,-37.7229,144.9033,4,5479,small,1493,0
2019-09-12 06:11:06,-37.6205,144.9305,3,5089,small,800,0
2019-09-13 05:32:06,-37.8095,144.9607,6,8260,small,1695,0
2019-09-15 09:16:06,-33.9217,151.1273,9,10000,medium,1461,1
2019-09-15 17:11:06,-33.8241,151.2572,7,4242,small,839,1
2019-09-16 17:18:06,-33.8646,151.1133,2,7331,small,604,0
2019-09-11 00:56:06,-33.8235,151.2487,7,4242,small,1348,0
2019-09-12 13:23:06,-33.8251,151.1949,8,1627,medium,586,0
2019-09-12 13:52:06,-37.7752,144.9342,7,3677,small,870,0
2019-09-15 01:22:06,-17.9692,122.1693,4,7386,small,981,0
2019-09-15 09:37:06,-33.8636,151.1990,5,355,small,650,0
2019-09-12 15:29:06,-34.0868,151.1434,5,355,small,1378,1
2019-09-10 14:16:06,-37.6963,145.0715,3,5089,medium,732,0
2019-09-13 15:03:06,-33.8810,151.1313,2,7331,medium,751,1
2019-09-15 03:35:06,-38.0041,144.8962,2,634,small,1004,0
2019-09-16 01:21:06,-37.7958,144.9875,8,8376,medium,809,1
2019-09-14 07:29:06,-37.7202,144.8608,8,8376,medium,1878,0
2019-09-11 17:43:06,-33.7047,151.1002,4,2257,small,428,0
2019-09-13 10:37:06,-37.6508,144.7711,5,1058,small,664,0
2019-09-15 20:59:06,-37.7843,144.9270,5,1058,medium,2330,0
2019-09-12 17:36:06,-34.1698,151.1587,5,355,small,1437,0
2019-09-12 20:49:06,-37.8468,144.9387,4,5479,small,1759,0
2019-09-15 07:33:06,-37.8812,145.0159,3,5089,medium,801,0
2019-09-15 21:40:06,-37.8516,144.9631,5,1058,small,1031,0
2019-09-10 15:57:06,-33.9207,151.1904,3,9732,small,1695,1
2019-09-12 14:55:06,-33.8086,151.1893,6,2476,medium,1238,1
2019-09-11 09:34:06,-33.8604,151.1178,6,2476,small,1049,0
2019-09-14 15:11:06,-33.7218,151.2150,4,2257,small,996,0
2019-09-13 17:29:06,-33.9739,151.2272,8,1627,small,698,0
2019-09-16 13:12:06,-37.8768,145.1536,2,634,small,1520,0
2019-09-11 19:54:06,-37.7267,144.9483,7,3677,small,1579,0
2019-09-10 17:53:06,-37.7242,144.8408,4,5479,medium,1073,0
2019-09-15 06:33:06,-37.8910,144.9305,3,5089,medium,2043,0
2019-09-11 06:35:06,-37.7830,144.7644,4,5479,medium,662,1
2019-09-12 17:33:06,-33.6956,151.3378,6,2476,small,1228,0
2019-09-16 14:53:06,-37.9160,145.0329,3,5089,small,1216,1
2019-09-14 03:49:06,-33.8725,151.1224,6,2476,medium,677,0
2019-09-12 20:35:06,-37.8611,144.8641,3,5089,small,1624,0
2019-09-12 11:35:06,-17.9484,122.0409,6,7591,medium,836,0
2019-09-11 04:28:06,-34.0176,151.1884,4,2257,medium,753,0
2019-09-15 09:34:06,-37.9701,144.8335,5,1058,medium,659,0
2019-09-14 15:02:06,-37.8349,144.8636,2,634,small,1647,0
2019-09-11 15:03:06,-34.0073,151.2758,6,2476,medium,538,0
2019-09-13 14:35:06,-33.8191,151.1970,6,2476,medium,489,1
2019-09-13 11:27:06,-33.7437,151.3203,4,2257,small,,1
2019-09-16 16:00:06,-37.6805,145.0321,2,634,small,557,0
2019-09-10 13:50:06,-37.8969,144.9395,3,5089,small,1317,0
2019-09-10 10:36:06,-33.9558,150.9003,3,9732,medium,2227,0
2019-09-13 11:24:06,-37.9481,145.1051,7,3677,small,1004,0
2019-09-10 19:15:06,-33.6869,151.1620,8,1627,small,926,0
2019-09-10 15:31:06,-37.9518,144.8532,5,1058,small,371,0
2019-09-10 21:07:06,-37.7368,145.1433,5,1058,small,282,0
2019-09-13 16:03:06,-17.9662,122.1854,3,10000,medium,1165,1
2019-09-12 17:43:06,-37.7315,144.8951,5,1058,small,813,0
2019-09-16 05:51:06,-17.8407,122.3804,7,7267,small,1170,0
2019-09-11 04:22:06,-33.8247,151.2283,3,9732,medium,504,0
2019-09-10 15:40:06,-37.7465,145.0882,6,8260,medium,2145,1
2019-09-11 09:54:06,-37.8095,144.7096,5,1058,small,631,0
2019-09-13 13:35:06,-33.9848,151.2498,2,7331,small,1028,0
2019-09-11 10:16:06,-37.8039,145.0668,8,8376,small,1438,0
2019-09-12 13:08:06,-37.8946,144.8791,2,634,medium,1979,0
2019-09-11 11:35:06,-37.8858,144.8295,5,1058,medium,1165,0
2019-09-11 15:47:06,-33.7661,151.2796,7,4242,medium,993,1
2019-09-16 01:45:06,-37.8434,145.0197,5,1058,small,411,0
2019-09-12 10:18:06,-37.9451,144.9845,2,634,medium,1005,0
2019-09-11 11:43:06,-17.9579,122.3720,3,10000,small,600,0
2019-09-15 12:47:06,-37.6211,144.9565,2,634,small,1129,0
2019-09-14 10:34:06,-37.6144,145.0021,3,5089,medium,759,0
2019-09-16 17:08:06,-37.6921,144.9540,4,5479,small,715,0
2019-09-15 15:54:06,-34.1314,151.3287,5,355,small,473,1
2019-09-12 07:23:06,-33.7613,151.3089,4,2257,small,473,0
2019-09-10 12:48:06,-37.6728,144.9223,5,1058,medium,666,0
2019-09-13 08:25:06,-33.9396,151.2175,3,9732,medium,763,1
2019-09-15 09:03:06,-37.6620,145.1307,6,8260,medium,1030,0
2019-09-10 15:30:06,-33.6871,151.2895,5,355,medium,2025,0
2019-09-16 20:42:06,-33.8826,151.3007,5,355,medium,94,1
2019-09-11 19:02:06,-37.8817,144.8959,5,1058,small,403,0
2019-09-14 05:00:06,-37.7076,144.8406,3,5089,medium,964,0
2019-09-11 16:41:06,-33.6772,151.2200,4,2257,small,1328,0
2019-09-10 07:41:06,-38.0109,144.8977,8,8376,small,1068,0
2019-09-11 06:33:06,-37.6498,144.9824,5,1058,small,1479,0
2019-09-11 13:49:06,-37.7135,144.9743,5,1058,small,,0
2019-09-13 03:30:06,-37.8044,144.9806,4,5479,medium,-319,0
2019-09-10 05:28:06,-33.8112,150.9792,7,4242,medium,969,0
2019-09-12 09:38:06,-37.9022,144.6951,4,5479,small,1800,0
2019-09-14 15:15:06,-37.8104,144.8007,7,3677,medium,869,0
2019-09-16 21:16:06,-37.7228,145.0213,5,1058,small,1598,0
2019-09-16 12:31:06,-33.8442,151.2688,7,4242,medium,929,1
2019-09-12 13:45:06,-37.7492,145.0322,6,8260,medium,715,1
2019-09-16 09:54:06,-37.6573,144.9623,6,8260,small,1000,0
2019-09-16 03:40:06,-37.7708,144.9113,2,634,small,509,0
2019-09-16 20:14:06,-33.8609,151.3014,3,9732,medium,730,1
2019-09-14 09:12:06,-37.6939,144.9035,4,5479,medium,1285,0
2019-09-10 07:12:06,-33.9147,151.1356,6,2476,medium,1642,0
2019-09-10 20:02:06,-37.6828,144.8531,7,3677,medium,1206,1
2019-09-13 03:27:06,-34.0878,151.2238,4,2257,small,171,0
2019-09-15 13:27:06,-33.7898,151.1476,4,2257,medium,395,1
2019-09-11 14:11:06,-17.8696,122.4136,6,7591,small,643,0
2019-09-14 19:10:06,-33.7419,151.2603,6,2476,medium,746,0
2019-09-13 15:14:06,-33.9078,151.3015,8,1627,small,572,0
2019-09-10 13:50:06,-37.7687,144.8738,3,5089,medium,1878,1
2019-09-16 07:15:06,-37.7797,144.9539,4,5479,small,1743,0
2019-09-12 12:23:06,-37.7889,144.9967,4,5479,small,954,0
2019-09-14 10:03:06,-33.9115,151.4957,4,2257,small,1403,0
2019-09-12 14:54:06,-33.7822,151.0770,6,2476,small,872,1
2019-09-11 13:59:06,-33.8608,151.1868,6,2476,medium,1514,0
2019-09-14 06:57:06,-33.8615,151.2656,8,1627,small,548,0
2019-09-10 06:12:06,-37.9243,144.8262,3,5089,small,764,1
2019-09-13 18:28:06,-34.1000,151.3232,2,7331,medium,928,0
2019-09-16 10:53:06,-37.9369,144.8907,4,5479,small,528,0
2019-09-16 08:16:06,-33.8749,151.2014,8,1627,medium,348,0
2019-09-12 04:48:06,-18.1368,122.2697,4,7386,medium,1421,0
2019-09-14 14:17:06,-37.9211,144.6207,7,3677,small,851,0
2019-09-10 10:06:06,-37.8991,144.8729,4,5479,small,1641,0
2019-09-12 09:39:06,-37.7416,145.1701,5,1058,medium,740,0
2019-09-13 14:38:06,-33.9651,151.3068,6,2476,medium,1635,0
2019-09-13 10:48:06,-37.7407,144.9421,6,8260,small,1137,0
2019-09-10 14:37:06,-33.7226,150.9748,3,9732,medium,1254,1
2019-09-11 17:17:06,-37.9086,144.9903,7,3677,medium,1799,0
2019-09-14 15:56:06,-17.8214,122.1238,6,7591,small,746,1
2019-09-10 05:40:06,-33.8371,151.2485,7,4242,small,878,0
2019-09-13 15:21:06,-37.7048,145.0340,3,5089,medium,962,1
2019-09-16 08:02:06,-37.8643,144.8032,6,8260,medium,511,0
2019-09-15 08:19:06,-33.8122,151.3170,4,2257,small,469,0
2019-09-11 03:02:06,-37.7750,144.8959,3,5089,small,1704,0
2019-09-14 06:28:06,-33.9190,151.3132,2,7331,small,641,0
2019-09-10 20:04:06,-37.8451,144.7833,7,3677,small,745,0
2019-09-12 18:32:06,-33.6958,151.2133,5,355,small,2532,1
2019-09-13 10:04:06,-33.6958,151.0182,3,9732,small,1139,0
2019-09-11 09:55:06,-33.9921,151.2596,2,7331,small,1883,0
2019-09-13 09:41:06,-37.8121,144.9712,4,5479,medium,881,0
2019-09-13 01:28:06,-33.9076,151.2300,3,9732,medium,350,0
2019-09-13 13:51:06,-37.6738,144.9415,6,8260,medium,1289,1
2019-09-11 15:59:06,-33.8827,151.1349,4,2257,small,1038,0
2019-09-13 18:33:06,-33.8459,151.3918,2,7331,medium,743,0
2019-09-13 14:14:06,-33.8570,151.2707,4,2257,small,1389,0
2019-09-16 06:42:06,-33.9118,151.2728,7,4242,medium,1208,1
2019-09-11 16:34:06,-37.8865,144.8523,6,8260,medium,1979,1
2019-09-14 14:54:06,-37.7907,144.8666,6,8260,small,1361,1
2019-09-12 12:01:06,-37.8712,144.6890,3,5089,medium,2169,1
2019-09-14 13:25:06,-37.8105,144.9486,8,8376,small,1371,0
2019-09-14 19:54:06,-37.7483,144.8665,7,3677,medium,-101,0
2019-09-15 12:33:06,-34.0275,151.2378,4,2257,medium,552,0
2019-09-13 06:10:06,-33.7951,151.3847,5,355,medium,1260,0
2019-09-14 12:59:06,-37.8891,145.0082,9,1432,small,638,0
2019-09-15 13:26:06,-33.9497,151.2345,3,9732,small,1322,1
2019-09-14 09:35:06,-34.1015,151.2323,7,4242,small,1125,0
2019-09-13 11:47:06,-37.8349,144.8154,4,5479,medium,1610,1
2019-09-15 14:24:06,-38.0096,145.0933,4,5479,small,496,0
2019-09-10 16:20:06,-33.7959,151.2474,4,2257,medium,772,0
2019-09-11 16:28:06,-17.9996,122.1747,5,3590,small,1566,0
2019-09-10 16:25:06,-33.7442,151.1116,6,2476,small,486,1
2019-09-16 05:58:06,-34.0210,151.0654,5,355,small,1375,0
2019-09-13 19:58:06,-37.8639,144.9457,6,8260,small,1374,1
2019-09-15 05:10:06,-33.9271,151.3432,7,4242,medium,1841,0
2019-09-12 15:18:06,-37.7173,144.9158,8,8376,medium,906,0
2019-09-16 17:08:06,-33.7881,151.2236,7,4242,medium,227,1
2019-09-13 11:43:06,-37.7788,144.8412,8,8376,medium,1607,0
2019-09-11 11:15:06,-33.9794,151.3641,5,355,small,1744,0
2019-09-11 04:50:06,-34.0048,151.1655,4,2257,small,512,0
2019-09-14 17:20:06,-33.9372,151.1952,1,1542,small,943,0
2019-09-15 04:00:06,-18.0120,122.1598,6,7591,medium,375,0
2019-09-11 03:19:06,-33.8123,150.9796,3,9732,small,392,0
2019-09-14 03:47:06,-34.0508,151.1095,4,2257,medium,1422,0
2019-09-12 13:49:06,-37.7129,144.9376,8,8376,medium,926,1
2019-09-12 06:32:06,-33.8550,151.2204,7,4242,small,1252,0
2019-09-10 12:48:06,-37.7637,144.8544,2,634,small,1644,0
2019-09-16 07:31:06,-37.6758,145.1073,4,5479,small,623,0
2019-09-12 10:33:06,-37.9324,145.2536,7,3677,small,863,0
2019-09-16 06:02:06,-37.8580,144.9103,7,3677,medium,749,0
2019-09-15 03:30:06,-33.7964,151.0927,3,9732,medium,1710,1
2019-09-15 22:07:06,-37.8293,144.9386,5,1058,medium,733,0
2019-09-12 06:08:06,-34.0055,151.1562,4,2257,medium,1013,0
2019-09-15 08:59:06,-33.6597,151.2092,4,2257,medium,856,0
2019-09-10 11:26:06,-33.7847,151.3129,5,355,small,565,0
2019-09-13 17:03:06,-33.8629,151.2787,5,355,small,1172,0
2019-09-16 12:42:06,-37.6533,144.9689,4,5479,small,662,0
2019-09-12 12:23:06,-37.9112,145.0725,8,8376,small,408,0
2019-09-13 10:20:06,-34.0187,151.2115,6,2476,medium,921,0
2019-09-14 15:10:06,-37.8028,144.9772,8,8376,small,1100,1
2019-09-16 17:51:06,-37.8993,144.8876,2,634,medium,1093,1
2019-09-12 09:50:06,-37.7049,145.1947,6,8260,small,1273,0
2019-09-12 07:12:06,-37.8385,144.9062,7,3677,small,1340,0
2019-09-14 12:17:06,-37.7911,144.8981,2,634,small,1468,0
2019-09-14 10:30:06,-18.0192,122.1398,8,1382,small,1446,0
2019-09-16 17:38:06,-37.8451,145.0350,2,634,small,661,0
2019-09-15 08:34:06,-33.7836,151.1205,6,2476,small,993,0
2019-09-12 10:17:06,-37.8698,144.9195,6,8260,small,223,0
2019-09-14 06:00:06,-33.8223,151.2951,7,4242,medium,652,0
2019-09-15 10:57:06,-33.7539,151.2199,4,2257,small,1323,0
2019-09-14 21:29:06,-37.7317,145.1029,5,1058,medium,1239,1
2019-09-13 19:29:06,-33.8499,151.2029,6,2476,medium,626,1
2019-09-16 09:16:06,-37.9133,144.9954,9,1432,small,185,0
2019-09-10 08:15:06,-37.8872,144.9872,3,5089,small,1730,0
2019-09-15 05:33:06,-34.0065,151.3009,5,355,small,1497,0
2019-09-15 08:16:06,-37.8145,144.7814,7,3677,small,1479,0
2019-09-11 05:50:06,-18.0772,122.1382,4,7386,medium,720,0
2019-09-14 15:48:06,-33.8859,151.2513,5,355,small,1503,0
2019-09-15 08:22:06,-37.9331,145.0006,2,634,medium,675,0
2019-09-15 19:20:06,-33.9570,151.2681,3,9732,small,1870,0
2019-09-16 21:45:06,-33.8484,151.2946,6,2476,medium,1070,1
2019-09-11 04:11:06,-37.7962,144.8456,6,8260,medium,1152,0
2019-09-15 16:25:06,-33.8761,151.1675,9,10000,small,696,0
2019-09-15 06:11:06,-33.8678,151.2352,3,9732,small,814,0
2019-09-11 00:09:06,-37.7233,144.8148,3,5089,small,1132,0
2019-09-13 13:03:06,-33.9062,151.2257,3,9732,medium,1430,1
2019-09-10 20:09:06,-37.8585,144.8325,5,1058,small,649,0
2019-09-12 10:17:06,-33.5343,151.1274,2,7331,medium,1257,0
2019-09-10 08:20:06,-37.8730,144.8864,9,1432,small,1496,0
2019-09-10 14:14:06,-33.7897,151.3426,4,2257,small,206,0
2019-09-10 16:42:06,-33.7843,151.2037,6,2476,small,878,0
2019-09-11 11:13:06,-37.7013,144.9530,4,5479,small,918,0
2019-09-16 01:07:06,-33.7807,151.1588,5,355,small,1904,0
2019-09-16 09:58:06,-37.7416,144.9482,6,8260,small,900,0
2019-09-14 11:09:06,-33.7556,151.2856,6,2476,medium,904,0
2019-09-12 11:28:06,-37.9402,145.0960,6,8260,medium,524,1
2019-09-14 13:52:06,-37.7575,144.9341,5,1058,medium,2314,0
2019-09-10 11:29:06,-33.7842,151.1227,4,2257,small,1290,0
2019-09-10 17:38:06,-33.7704,151.1995,5,355,small,1185,0
2019-09-14 08:23:06,-33.8101,151.1810,2,7331,small,692,0
2019-09-14 16:20:06,-33.9675,151.2728,5,355,medium,1535,0
2019-09-10 06:31:06,-37.9468,145.0478,5,1058,medium,1514,0
2019-09-16 18:05:06,-33.8901,151.1998,2,7331,medium,462,0
2019-09-12 14:01:06,-37.7217,144.7534,5,1058,small,1789,0
2019-09-12 07:44:06,-33.8837,151.0848,4,2257,medium,1675,0
2019-09-13 05:21:06,-37.7309,144.8035,2,634,small,687,0
2019-09-13 10:31:06,-37.6973,144.9676,5,1058,medium,1173,0
2019-09-14 14:48:06,-37.8327,144.7940,3,5089,medium,1427,1
2019-09-16 06:44:06,-33.9591,150.9689,8,1627,medium,1127,0
2019-09-13 12:08:06,-37.5906,144.7828,3,5089,small,1232,0
2019-09-15 14:45:06,-18.0508,122.2261,6,7591,small,1117,0
2019-09-16 16:52:06,-37.9019,144.7534,4,5479,small,808,1
2019-09-10 19:06:06,-37.7503,144.8601,6,8260,small,1487,0
2019-09-16 11:20:06,-33.9218,151.1533,4,2257,medium,1920,0
2019-09-15 01:21:06,-37.8890,145.0653,2,634,small,1104,0
2019-09-16 09:48:06,-37.8458,145.0655,7,3677,small,1590,0
2019-09-14 20:35:06,-37.8347,144.9701,7,3677,small,564,0
2019-09-11 08:38:06,-33.8550,151.3704,2,7331,medium,353,0
2019-09-11 01:54:06,-33.7973,151.0208,5,355,medium,561,0
2019-09-12 12:51:06,-33.9613,151.1245,4,2257,medium,467,0
2019-09-12 15:05:06,-37.6844,145.2094,4,5479,medium,1555,1
2019-09-15 16:15:06,-33.7758,151.2116,6,2476,medium,670,0
2019-09-15 10:52:06,-33.8896,151.4454,5,355,small,82,0
2019-09-11 11:15:06,-18.0652,122.2562,4,7386,small,1716,0
2019-09-10 14:42:06,-33.9287,151.1455,4,2257,medium,327,1
2019-09-13 09:04:06,-37.7458,145.0349,4,5479,small,1044,0
2019-09-14 19:14:06,-33.8397,151.2859,4,2257,small,1797,0
2019-09-14 06:44:06,-33.9130,151.1720,4,2257,medium,1321,0
2019-09-11 15:27:06,-38.0179,144.6300,2,634,small,1262,0
2019-09-15 16:42:06,-33.8203,151.1113,3,9732,medium,877,1
2019-09-15 09:11:06,-33.7425,151.3299,6,2476,medium,953,0
2019-09-15 09:14:06,-37.7008,144.8885,6,8260,small,860,0
2019-09-16 05:28:06,-33.8879,151.4103,4,2257,medium,1113,0
2019-09-16 08:19:06,-33.9681,151.0324,3,9732,small,1108,0
2019-09-10 07:55:06,-33.9059,151.1689,8,1627,medium,1221,0
2019-09-16 06:50:06,-34.0962,151.1906,4,2257,medium,747,0
2019-09-11 16:01:06,-34.0080,151.2352,5,355,medium,1032,0
2019-09-16 18:04:06,-37.9593,145.0153,4,5479,small,1257,0
2019-09-13 20:31:06,-33.7683,151.2706,3,9732,medium,938,1
2019-09-13 12:15:06,-33.9687,150.9826,3,9732,small,710,0
